simulation_step,half_step,date,medicine_id,medicine_name,starting_stock,reorder_point,target_stock,safety_stock,received_replenishment,scenario_demand,ending_stock,lost_sales,reorder,order_placed
3,1,2026-03-01,MED011,Levothyrox50 mcg,1542.88,544.99,1542.88,46.05,1336.5,293.0,1249.88,0.0,False,0.0
3,1,2026-03-01,MED012,Pantop-D Capsule,620.55,223.46,620.55,24.92,528.0,120.5,500.05,0.0,False,0.0
3,1,2026-03-01,MED013,Rosuvastatin 10 mg,1746.96,610.69,1746.96,42.55,1602.0,345.0,1401.96,0.0,False,0.0
3,1,2026-03-01,MED014,Montek-10,905.53,321.15,905.53,28.95,813.5,154.0,751.53,0.0,False,0.0
3,1,2026-03-01,MED015,Diclofenac 50 mg,231.54,124.88,332.54,21.05,0.0,58.0,173.54,0.0,False,0.0
3,1,2026-03-01,MED016,Cefixime 200 mg,977.5,344.81,977.5,28.46,899.5,194.0,783.5,0.0,False,0.0
3,1,2026-03-01,MED017,Vitamin D3 60000 IU,1404.11,496.9,1404.11,43.29,1255.5,272.5,1131.61,0.0,False,0.0
3,1,2026-03-01,MED018,Zinc Sulfate 50 mg,401.65,141.26,401.65,11.06,380.5,77.0,324.65,0.0,False,0.0
3,1,2026-03-01,MED019,Iron Folic Acid,244.02,137.45,361.02,25.67,0.0,80.5,163.52,0.0,False,0.0
3,1,2026-03-01,MED020,Calcium Carbonate,817.49,287.06,817.49,21.84,771.5,155.0,662.49,0.0,False,0.0
3,1,2026-03-01,MED021,Clopidogrel 75 mg,1123.25,393.6,1123.25,28.78,1007.0,217.0,906.25,0.0,False,0.0
3,1,2026-03-01,MED022,Ecosprin 75 Tablet,312.58,115.16,312.58,16.45,250.0,59.0,253.58,0.0,False,0.0
3,1,2026-03-01,MED023,Glimepiride 2 mg,580.1,205.76,580.1,18.6,527.5,112.0,468.1,0.0,False,0.0
3,1,2026-03-01,MED024,Sitagliptin 100 mg,694.01,248.42,694.01,25.63,626.0,129.5,564.51,0.0,False,0.0
3,1,2026-03-01,MED025,Telma 40 Tablet,942.02,330.71,942.02,25.06,837.5,188.5,753.52,0.0,False,0.0
3,1,2026-03-01,MED026,Hydrochlorothiazide 25 mg,625.5,216.36,625.5,11.78,596.0,133.5,492.0,0.0,False,0.0
3,1,2026-03-01,MED027,Salbutamol Syrup,286.39,110.94,286.39,23.21,257.0,47.0,239.39,0.0,False,0.0
3,1,2026-03-01,MED028,Amoxicillin Clavulanate 625 mg,520.24,191.76,520.24,27.52,491.5,111.0,409.24,0.0,False,0.0
3,1,2026-03-01,MED029,Ondansetron 4 mg,356.21,124.36,356.21,8.44,324.5,72.0,284.21,0.0,False,0.0
3,1,2026-03-01,MED030,Dextromethorphan Syrup,473.63,165.83,473.63,11.92,448.5,89.0,384.63,0.0,False,0.0
3,1,2026-03-01,MED031,Insulin Glargine,1392.0,489.83,1392.0,38.75,1269.0,298.5,1093.5,0.0,False,0.0
3,1,2026-03-01,MED032,Lisinopril 10 mg,1076.97,376.29,1076.97,25.95,1050.0,220.0,856.97,0.0,False,0.0
3,1,2026-03-01,MED033,Furosemide 40 mg,768.85,269.97,768.85,20.53,708.0,159.0,609.85,0.0,False,0.0
3,1,2026-03-01,MED034,Loratadine 10 mg,254.83,93.05,254.83,12.16,202.5,52.0,202.83,0.0,False,0.0
3,1,2026-03-01,MED035,Ciprofloxacin 500 mg,1072.08,373.52,1072.08,24.24,989.0,218.5,853.58,0.0,False,0.0
3,1,2026-03-01,MED036,Methylcobalamin 1500 mcg,550.93,200.23,550.93,24.87,447.0,84.5,466.43,0.0,False,0.0
3,1,2026-03-01,MED037,Prednisolone 10 mg,369.84,130.57,369.84,10.93,344.0,79.5,290.34,0.0,False,0.0
3,1,2026-03-01,MED038,Tramadol 50 mg,624.67,230.03,624.67,32.71,530.5,108.0,516.67,0.0,False,0.0
3,1,2026-03-01,MED039,Enoxaparin 40 mg,1540.62,540.94,1540.62,41.1,1421.0,310.0,1230.62,0.0,False,0.0
3,1,2026-03-01,MED040,Meropenem 1 g,1335.4,468.94,1335.4,35.7,1218.5,262.5,1072.9,0.0,False,0.0
3,1,2026-03-01,MED041,Linezolid 600 mg,1261.94,444.65,1261.94,36.01,1145.5,242.5,1019.44,0.0,False,0.0
3,1,2026-03-01,MED042,Doxycycline 100 mg,784.23,283.9,784.23,33.74,733.0,151.5,632.73,0.0,False,0.0
3,1,2026-03-01,MED043,ORS Sachets,248.29,90.11,248.29,11.03,235.0,53.0,195.29,0.0,False,0.0
3,1,2026-03-01,MED044,Human Albumin 20%,1472.39,518.17,1472.39,41.07,1332.0,300.0,1172.39,0.0,False,0.0
3,1,2026-03-01,MED045,Rabeprazole 20 mg,341.16,120.93,341.16,10.81,336.5,70.0,271.16,0.0,False,0.0
3,1,2026-03-01,MED046,Clindamycin 300 mg,553.85,202.53,553.85,26.87,498.0,118.0,435.85,0.0,False,0.0
3,1,2026-03-01,MED047,Fluconazole 150 mg,664.39,244.81,664.39,35.02,609.0,132.5,531.89,0.0,False,0.0
3,1,2026-03-01,MED048,Piperacillin Tazobactam 4.5 g,1875.37,661.51,1875.37,54.58,1682.5,351.5,1523.87,0.0,False,0.0
3,1,2026-03-01,MED049,Vancomycin 500 mg,1499.96,525.22,1499.96,37.85,1376.5,299.0,1200.96,0.0,False,0.0
3,1,2026-03-01,MED050,Levoquin 500mg Tablet,512.32,187.68,512.32,25.37,447.0,109.0,403.32,0.0,False,0.0
3,2,2026-03-01,MED001,Crocin 650 mg,675.13,297.89,847.63,23.03,0.0,172.5,502.63,0.0,False,0.0
3,2,2026-03-01,MED002,Brufen 400 Tablet,894.59,400.14,1127.59,36.41,0.0,233.0,661.59,0.0,False,0.0
3,2,2026-03-01,MED003,Amoxicillin 500 mg,378.13,167.44,473.63,14.34,0.0,95.5,282.63,0.0,False,0.0
3,2,2026-03-01,MED004,Cetirizine 10 mg,74.0,61.34,173.5,5.26,0.0,41.5,32.5,0.0,True,141.0
3,2,2026-03-01,MED005,Azithral 500 Tablet,659.28,283.91,806.78,22.48,0.0,147.5,511.78,0.0,False,0.0
3,2,2026-03-01,MED006,Metformin 500 mg tablet,373.78,175.82,469.78,28.85,0.0,96.0,277.78,0.0,False,0.0
3,2,2026-03-01,MED007,Omeprazole 20 mg,162.13,83.82,204.13,23.66,0.0,42.0,120.13,0.0,False,0.0
3,2,2026-03-01,MED008,Atorvastatin 10 mg,585.04,266.51,740.54,29.5,0.0,155.5,429.54,0.0,False,0.0
3,2,2026-03-01,MED009,Amloheal 5mg tablet,799.53,351.38,999.53,27.3,0.0,200.0,599.53,0.0,False,0.0
3,2,2026-03-01,MED010,Losar 50 Tablet,315.69,142.47,368.69,29.37,0.0,53.0,262.69,0.0,False,0.0
3,2,2026-03-01,MED011,Levothyrox50 mcg,1249.88,544.99,1542.88,46.05,0.0,293.0,956.88,0.0,False,0.0
3,2,2026-03-01,MED012,Pantop-D Capsule,500.05,223.46,620.55,24.92,0.0,120.5,379.55,0.0,False,0.0
3,2,2026-03-01,MED013,Rosuvastatin 10 mg,1401.96,610.69,1746.96,42.55,0.0,345.0,1056.96,0.0,False,0.0
3,2,2026-03-01,MED014,Montek-10,751.53,321.15,905.53,28.95,0.0,154.0,597.53,0.0,False,0.0
3,2,2026-03-01,MED015,Diclofenac 50 mg,173.54,124.88,332.54,21.05,0.0,58.0,115.54,0.0,True,217.0
3,2,2026-03-01,MED016,Cefixime 200 mg,783.5,344.81,977.5,28.46,0.0,194.0,589.5,0.0,False,0.0
3,2,2026-03-01,MED017,Vitamin D3 60000 IU,1131.61,496.9,1404.11,43.29,0.0,272.5,859.11,0.0,False,0.0
3,2,2026-03-01,MED018,Zinc Sulfate 50 mg,324.65,141.26,401.65,11.06,0.0,77.0,247.65,0.0,False,0.0
3,2,2026-03-01,MED019,Iron Folic Acid,163.52,137.45,361.02,25.67,0.0,80.5,83.02,0.0,True,278.0
3,2,2026-03-01,MED020,Calcium Carbonate,662.49,287.06,817.49,21.84,0.0,155.0,507.49,0.0,False,0.0
3,2,2026-03-01,MED021,Clopidogrel 75 mg,906.25,393.6,1123.25,28.78,0.0,217.0,689.25,0.0,False,0.0
3,2,2026-03-01,MED022,Ecosprin 75 Tablet,253.58,115.16,312.58,16.45,0.0,59.0,194.58,0.0,False,0.0
3,2,2026-03-01,MED023,Glimepiride 2 mg,468.1,205.76,580.1,18.6,0.0,112.0,356.1,0.0,False,0.0
3,2,2026-03-01,MED024,Sitagliptin 100 mg,564.51,248.42,694.01,25.63,0.0,129.5,435.01,0.0,False,0.0
3,2,2026-03-01,MED025,Telma 40 Tablet,753.52,330.71,942.02,25.06,0.0,188.5,565.02,0.0,False,0.0
3,2,2026-03-01,MED026,Hydrochlorothiazide 25 mg,492.0,216.36,625.5,11.78,0.0,133.5,358.5,0.0,False,0.0
3,2,2026-03-01,MED027,Salbutamol Syrup,239.39,110.94,286.39,23.21,0.0,47.0,192.39,0.0,False,0.0
3,2,2026-03-01,MED028,Amoxicillin Clavulanate 625 mg,409.24,191.76,520.24,27.52,0.0,111.0,298.24,0.0,False,0.0
3,2,2026-03-01,MED029,Ondansetron 4 mg,284.21,124.36,356.21,8.44,0.0,72.0,212.21,0.0,False,0.0
3,2,2026-03-01,MED030,Dextromethorphan Syrup,384.63,165.83,473.63,11.92,0.0,89.0,295.63,0.0,False,0.0
3,2,2026-03-01,MED031,Insulin Glargine,1093.5,489.83,1392.0,38.75,0.0,298.5,795.0,0.0,False,0.0
3,2,2026-03-01,MED032,Lisinopril 10 mg,856.97,376.29,1076.97,25.95,0.0,220.0,636.97,0.0,False,0.0
3,2,2026-03-01,MED033,Furosemide 40 mg,609.85,269.97,768.85,20.53,0.0,159.0,450.85,0.0,False,0.0
3,2,2026-03-01,MED034,Loratadine 10 mg,202.83,93.05,254.83,12.16,0.0,52.0,150.83,0.0,False,0.0
3,2,2026-03-01,MED035,Ciprofloxacin 500 mg,853.58,373.52,1072.08,24.24,0.0,218.5,635.08,0.0,False,0.0
3,2,2026-03-01,MED036,Methylcobalamin 1500 mcg,466.43,200.23,550.93,24.87,0.0,84.5,381.93,0.0,False,0.0
3,2,2026-03-01,MED037,Prednisolone 10 mg,290.34,130.57,369.84,10.93,0.0,79.5,210.84,0.0,False,0.0
3,2,2026-03-01,MED038,Tramadol 50 mg,516.67,230.03,624.67,32.71,0.0,108.0,408.67,0.0,False,0.0
3,2,2026-03-01,MED039,Enoxaparin 40 mg,1230.62,540.94,1540.62,41.1,0.0,310.0,920.62,0.0,False,0.0
3,2,2026-03-01,MED040,Meropenem 1 g,1072.9,468.94,1335.4,35.7,0.0,262.5,810.4,0.0,False,0.0
3,2,2026-03-01,MED041,Linezolid 600 mg,1019.44,444.65,1261.94,36.01,0.0,242.5,776.94,0.0,False,0.0
3,2,2026-03-01,MED042,Doxycycline 100 mg,632.73,283.9,784.23,33.74,0.0,151.5,481.23,0.0,False,0.0
3,2,2026-03-01,MED043,ORS Sachets,195.29,90.11,248.29,11.03,0.0,53.0,142.29,0.0,False,0.0
3,2,2026-03-01,MED044,Human Albumin 20%,1172.39,518.17,1472.39,41.07,0.0,300.0,872.39,0.0,False,0.0
3,2,2026-03-01,MED045,Rabeprazole 20 mg,271.16,120.93,341.16,10.81,0.0,70.0,201.16,0.0,False,0.0
3,2,2026-03-01,MED046,Clindamycin 300 mg,435.85,202.53,553.85,26.87,0.0,118.0,317.85,0.0,False,0.0
3,2,2026-03-01,MED047,Fluconazole 150 mg,531.89,244.81,664.39,35.02,0.0,132.5,399.39,0.0,False,0.0
3,2,2026-03-01,MED048,Piperacillin Tazobactam 4.5 g,1523.87,661.51,1875.37,54.58,0.0,351.5,1172.37,0.0,False,0.0
3,2,2026-03-01,MED049,Vancomycin 500 mg,1200.96,525.22,1499.96,37.85,0.0,299.0,901.96,0.0,False,0.0
3,2,2026-03-01,MED050,Levoquin 500mg Tablet,403.32,187.68,512.32,25.37,0.0,109.0,294.32,0.0,False,0.0
4,1,2026-04-01,MED001,Crocin 650 mg,502.63,297.89,847.63,23.03,0.0,176.0,326.63,0.0,False,0.0
4,1,2026-04-01,MED002,Brufen 400 Tablet,661.59,400.14,1127.59,36.41,0.0,221.0,440.59,0.0,False,0.0
4,1,2026-04-01,MED003,Amoxicillin 500 mg,282.63,167.44,473.63,14.34,0.0,99.5,183.13,0.0,False,0.0
4,1,2026-04-01,MED004,Cetirizine 10 mg,173.5,61.34,173.5,5.26,141.0,34.0,139.5,0.0,False,0.0
4,1,2026-04-01,MED005,Azithral 500 Tablet,511.78,283.91,806.78,22.48,0.0,167.0,344.78,0.0,False,0.0
4,1,2026-04-01,MED006,Metformin 500 mg tablet,277.78,175.82,469.78,28.85,0.0,96.0,181.78,0.0,False,0.0
4,1,2026-04-01,MED007,Omeprazole 20 mg,120.13,83.82,204.13,23.66,0.0,37.5,82.63,0.0,True,121.5
4,1,2026-04-01,MED008,Atorvastatin 10 mg,429.54,266.51,740.54,29.5,0.0,143.5,286.04,0.0,False,0.0
4,1,2026-04-01,MED009,Amloheal 5mg tablet,599.53,351.38,999.53,27.3,0.0,199.5,400.03,0.0,False,0.0
4,1,2026-04-01,MED010,Losar 50 Tablet,262.69,142.47,368.69,29.37,0.0,69.5,193.19,0.0,False,0.0
4,1,2026-04-01,MED011,Levothyrox50 mcg,956.88,544.99,1542.88,46.05,0.0,283.5,673.38,0.0,False,0.0
4,1,2026-04-01,MED012,Pantop-D Capsule,379.55,223.46,620.55,24.92,0.0,111.0,268.55,0.0,False,0.0
4,1,2026-04-01,MED013,Rosuvastatin 10 mg,1056.96,610.69,1746.96,42.55,0.0,350.5,706.46,0.0,False,0.0
4,1,2026-04-01,MED014,Montek-10,597.53,321.15,905.53,28.95,0.0,191.0,406.53,0.0,False,0.0
4,1,2026-04-01,MED015,Diclofenac 50 mg,332.54,124.88,332.54,21.05,217.0,62.5,270.04,0.0,False,0.0
4,1,2026-04-01,MED016,Cefixime 200 mg,589.5,344.81,977.5,28.46,0.0,186.0,403.5,0.0,False,0.0
4,1,2026-04-01,MED017,Vitamin D3 60000 IU,859.11,496.9,1404.11,43.29,0.0,272.0,587.11,0.0,False,0.0
4,1,2026-04-01,MED018,Zinc Sulfate 50 mg,247.65,141.26,401.65,11.06,0.0,85.5,162.15,0.0,False,0.0
4,1,2026-04-01,MED019,Iron Folic Acid,361.02,137.45,361.02,25.67,278.0,55.5,305.52,0.0,False,0.0
4,1,2026-04-01,MED020,Calcium Carbonate,507.49,287.06,817.49,21.84,0.0,159.5,347.99,0.0,False,0.0
4,1,2026-04-01,MED021,Clopidogrel 75 mg,689.25,393.6,1123.25,28.78,0.0,227.0,462.25,0.0,False,0.0
4,1,2026-04-01,MED022,Ecosprin 75 Tablet,194.58,115.16,312.58,16.45,0.0,43.0,151.58,0.0,False,0.0
4,1,2026-04-01,MED023,Glimepiride 2 mg,356.1,205.76,580.1,18.6,0.0,112.5,243.6,0.0,False,0.0
4,1,2026-04-01,MED024,Sitagliptin 100 mg,435.01,248.42,694.01,25.63,0.0,154.0,281.01,0.0,False,0.0
4,1,2026-04-01,MED025,Telma 40 Tablet,565.02,330.71,942.02,25.06,0.0,177.0,388.02,0.0,False,0.0
4,1,2026-04-01,MED026,Hydrochlorothiazide 25 mg,358.5,216.36,625.5,11.78,0.0,128.5,230.0,0.0,False,0.0
4,1,2026-04-01,MED027,Salbutamol Syrup,192.39,110.94,286.39,23.21,0.0,51.0,141.39,0.0,False,0.0
4,1,2026-04-01,MED028,Amoxicillin Clavulanate 625 mg,298.24,191.76,520.24,27.52,0.0,86.5,211.74,0.0,False,0.0
4,1,2026-04-01,MED029,Ondansetron 4 mg,212.21,124.36,356.21,8.44,0.0,77.0,135.21,0.0,False,0.0
4,1,2026-04-01,MED030,Dextromethorphan Syrup,295.63,165.83,473.63,11.92,0.0,96.0,199.63,0.0,False,0.0
4,1,2026-04-01,MED031,Insulin Glargine,795.0,489.83,1392.0,38.75,0.0,279.0,516.0,0.0,False,0.0
4,1,2026-04-01,MED032,Lisinopril 10 mg,636.97,376.29,1076.97,25.95,0.0,216.5,420.47,0.0,False,0.0
4,1,2026-04-01,MED033,Furosemide 40 mg,450.85,269.97,768.85,20.53,0.0,161.0,289.85,0.0,False,0.0
4,1,2026-04-01,MED034,Loratadine 10 mg,150.83,93.05,254.83,12.16,0.0,50.5,100.33,0.0,False,0.0
4,1,2026-04-01,MED035,Ciprofloxacin 500 mg,635.08,373.52,1072.08,24.24,0.0,219.0,416.08,0.0,False,0.0
4,1,2026-04-01,MED036,Methylcobalamin 1500 mcg,381.93,200.23,550.93,24.87,0.0,105.5,276.43,0.0,False,0.0
4,1,2026-04-01,MED037,Prednisolone 10 mg,210.84,130.57,369.84,10.93,0.0,76.5,134.34,0.0,False,0.0
4,1,2026-04-01,MED038,Tramadol 50 mg,408.67,230.03,624.67,32.71,0.0,104.5,304.17,0.0,False,0.0
4,1,2026-04-01,MED039,Enoxaparin 40 mg,920.62,540.94,1540.62,41.1,0.0,312.5,608.12,0.0,False,0.0
4,1,2026-04-01,MED040,Meropenem 1 g,810.4,468.94,1335.4,35.7,0.0,264.5,545.9,0.0,False,0.0
4,1,2026-04-01,MED041,Linezolid 600 mg,776.94,444.65,1261.94,36.01,0.0,240.0,536.94,0.0,False,0.0
4,1,2026-04-01,MED042,Doxycycline 100 mg,481.23,283.9,784.23,33.74,0.0,157.0,324.23,0.0,False,0.0
4,1,2026-04-01,MED043,ORS Sachets,142.29,90.11,248.29,11.03,0.0,50.0,92.29,0.0,False,0.0
4,1,2026-04-01,MED044,Human Albumin 20%,872.39,518.17,1472.39,41.07,0.0,315.5,556.89,0.0,False,0.0
4,1,2026-04-01,MED045,Rabeprazole 20 mg,201.16,120.93,341.16,10.81,0.0,68.5,132.66,0.0,False,0.0
4,1,2026-04-01,MED046,Clindamycin 300 mg,317.85,202.53,553.85,26.87,0.0,120.0,197.85,0.0,True,356.0
4,1,2026-04-01,MED047,Fluconazole 150 mg,399.39,244.81,664.39,35.02,0.0,146.5,252.89,0.0,False,0.0
4,1,2026-04-01,MED048,Piperacillin Tazobactam 4.5 g,1172.37,661.51,1875.37,54.58,0.0,380.0,792.37,0.0,False,0.0
4,1,2026-04-01,MED049,Vancomycin 500 mg,901.96,525.22,1499.96,37.85,0.0,304.0,597.96,0.0,False,0.0
4,1,2026-04-01,MED050,Levoquin 500mg Tablet,294.32,187.68,512.32,25.37,0.0,110.0,184.32,0.0,True,328.0
4,2,2026-04-01,MED001,Crocin 650 mg,326.63,297.89,847.63,23.03,0.0,176.0,150.63,0.0,True,697.0
4,2,2026-04-01,MED002,Brufen 400 Tablet,440.59,400.14,1127.59,36.41,0.0,221.0,219.59,0.0,True,908.0
4,2,2026-04-01,MED003,Amoxicillin 500 mg,183.13,167.44,473.63,14.34,0.0,99.5,83.63,0.0,True,390.0
4,2,2026-04-01,MED004,Cetirizine 10 mg,139.5,61.34,173.5,5.26,0.0,34.0,105.5,0.0,False,0.0
4,2,2026-04-01,MED005,Azithral 500 Tablet,344.78,283.91,806.78,22.48,0.0,167.0,177.78,0.0,True,629.0
4,2,2026-04-01,MED006,Metformin 500 mg tablet,181.78,175.82,469.78,28.85,0.0,96.0,85.78,0.0,True,384.0
4,2,2026-04-01,MED007,Omeprazole 20 mg,204.13,83.82,204.13,23.66,121.5,37.5,166.63,0.0,False,0.0
4,2,2026-04-01,MED008,Atorvastatin 10 mg,286.04,266.51,740.54,29.5,0.0,143.5,142.54,0.0,True,598.0
4,2,2026-04-01,MED009,Amloheal 5mg tablet,400.03,351.38,999.53,27.3,0.0,199.5,200.53,0.0,True,799.0
4,2,2026-04-01,MED010,Losar 50 Tablet,193.19,142.47,368.69,29.37,0.0,69.5,123.69,0.0,True,245.0
4,2,2026-04-01,MED011,Levothyrox50 mcg,673.38,544.99,1542.88,46.05,0.0,283.5,389.88,0.0,True,1153.0
4,2,2026-04-01,MED012,Pantop-D Capsule,268.55,223.46,620.55,24.92,0.0,111.0,157.55,0.0,True,463.0
4,2,2026-04-01,MED013,Rosuvastatin 10 mg,706.46,610.69,1746.96,42.55,0.0,350.5,355.96,0.0,True,1391.0
4,2,2026-04-01,MED014,Montek-10,406.53,321.15,905.53,28.95,0.0,191.0,215.53,0.0,True,690.0
4,2,2026-04-01,MED015,Diclofenac 50 mg,270.04,124.88,332.54,21.05,0.0,62.5,207.54,0.0,False,0.0
4,2,2026-04-01,MED016,Cefixime 200 mg,403.5,344.81,977.5,28.46,0.0,186.0,217.5,0.0,True,760.0
4,2,2026-04-01,MED017,Vitamin D3 60000 IU,587.11,496.9,1404.11,43.29,0.0,272.0,315.11,0.0,True,1089.0
4,2,2026-04-01,MED018,Zinc Sulfate 50 mg,162.15,141.26,401.65,11.06,0.0,85.5,76.65,0.0,True,325.0
4,2,2026-04-01,MED019,Iron Folic Acid,305.52,137.45,361.02,25.67,0.0,55.5,250.02,0.0,False,0.0
4,2,2026-04-01,MED020,Calcium Carbonate,347.99,287.06,817.49,21.84,0.0,159.5,188.49,0.0,True,629.0
4,2,2026-04-01,MED021,Clopidogrel 75 mg,462.25,393.6,1123.25,28.78,0.0,227.0,235.25,0.0,True,888.0
4,2,2026-04-01,MED022,Ecosprin 75 Tablet,151.58,115.16,312.58,16.45,0.0,43.0,108.58,0.0,True,204.0
4,2,2026-04-01,MED023,Glimepiride 2 mg,243.6,205.76,580.1,18.6,0.0,112.5,131.1,0.0,True,449.0
4,2,2026-04-01,MED024,Sitagliptin 100 mg,281.01,248.42,694.01,25.63,0.0,154.0,127.01,0.0,True,567.0
4,2,2026-04-01,MED025,Telma 40 Tablet,388.02,330.71,942.02,25.06,0.0,177.0,211.02,0.0,True,731.0
4,2,2026-04-01,MED026,Hydrochlorothiazide 25 mg,230.0,216.36,625.5,11.78,0.0,128.5,101.5,0.0,True,524.0
4,2,2026-04-01,MED027,Salbutamol Syrup,141.39,110.94,286.39,23.21,0.0,51.0,90.39,0.0,True,196.0
4,2,2026-04-01,MED028,Amoxicillin Clavulanate 625 mg,211.74,191.76,520.24,27.52,0.0,86.5,125.24,0.0,True,395.0
4,2,2026-04-01,MED029,Ondansetron 4 mg,135.21,124.36,356.21,8.44,0.0,77.0,58.21,0.0,True,298.0
4,2,2026-04-01,MED030,Dextromethorphan Syrup,199.63,165.83,473.63,11.92,0.0,96.0,103.63,0.0,True,370.0
4,2,2026-04-01,MED031,Insulin Glargine,516.0,489.83,1392.0,38.75,0.0,279.0,237.0,0.0,True,1155.0
4,2,2026-04-01,MED032,Lisinopril 10 mg,420.47,376.29,1076.97,25.95,0.0,216.5,203.97,0.0,True,873.0
4,2,2026-04-01,MED033,Furosemide 40 mg,289.85,269.97,768.85,20.53,0.0,161.0,128.85,0.0,True,640.0
4,2,2026-04-01,MED034,Loratadine 10 mg,100.33,93.05,254.83,12.16,0.0,50.5,49.83,0.0,True,205.0
4,2,2026-04-01,MED035,Ciprofloxacin 500 mg,416.08,373.52,1072.08,24.24,0.0,219.0,197.08,0.0,True,875.0
4,2,2026-04-01,MED036,Methylcobalamin 1500 mcg,276.43,200.23,550.93,24.87,0.0,105.5,170.93,0.0,True,380.0
4,2,2026-04-01,MED037,Prednisolone 10 mg,134.34,130.57,369.84,10.93,0.0,76.5,57.84,0.0,True,312.0
4,2,2026-04-01,MED038,Tramadol 50 mg,304.17,230.03,624.67,32.71,0.0,104.5,199.67,0.0,True,425.0
4,2,2026-04-01,MED039,Enoxaparin 40 mg,608.12,540.94,1540.62,41.1,0.0,312.5,295.62,0.0,True,1245.0
4,2,2026-04-01,MED040,Meropenem 1 g,545.9,468.94,1335.4,35.7,0.0,264.5,281.4,0.0,True,1054.0
4,2,2026-04-01,MED041,Linezolid 600 mg,536.94,444.65,1261.94,36.01,0.0,240.0,296.94,0.0,True,965.0
4,2,2026-04-01,MED042,Doxycycline 100 mg,324.23,283.9,784.23,33.74,0.0,157.0,167.23,0.0,True,617.0
4,2,2026-04-01,MED043,ORS Sachets,92.29,90.11,248.29,11.03,0.0,50.0,42.29,0.0,True,206.0
4,2,2026-04-01,MED044,Human Albumin 20%,556.89,518.17,1472.39,41.07,0.0,315.5,241.39,0.0,True,1231.0
4,2,2026-04-01,MED045,Rabeprazole 20 mg,132.66,120.93,341.16,10.81,0.0,68.5,64.16,0.0,True,277.0
4,2,2026-04-01,MED046,Clindamycin 300 mg,553.85,202.53,553.85,26.87,356.0,120.0,433.85,0.0,False,0.0
4,2,2026-04-01,MED047,Fluconazole 150 mg,252.89,244.81,664.39,35.02,0.0,146.5,106.39,0.0,True,558.0
4,2,2026-04-01,MED048,Piperacillin Tazobactam 4.5 g,792.37,661.51,1875.37,54.58,0.0,380.0,412.37,0.0,True,1463.0
4,2,2026-04-01,MED049,Vancomycin 500 mg,597.96,525.22,1499.96,37.85,0.0,304.0,293.96,0.0,True,1206.0
4,2,2026-04-01,MED050,Levoquin 500mg Tablet,512.32,187.68,512.32,25.37,328.0,110.0,402.32,0.0,False,0.0
5,1,2026-05-01,MED001,Crocin 650 mg,847.63,297.89,847.63,23.03,697.0,265.5,582.13,0.0,False,0.0
5,1,2026-05-01,MED002,Brufen 400 Tablet,1127.59,400.14,1127.59,36.41,908.0,353.5,774.09,0.0,False,0.0
5,1,2026-05-01,MED003,Amoxicillin 500 mg,473.63,167.44,473.63,14.34,390.0,142.5,331.13,0.0,False,0.0
5,1,2026-05-01,MED004,Cetirizine 10 mg,105.5,61.34,173.5,5.26,0.0,56.5,49.0,0.0,True,124.5
5,1,2026-05-01,MED005,Azithral 500 Tablet,806.78,283.91,806.78,22.48,629.0,238.0,568.78,0.0,False,0.0
5,1,2026-05-01,MED006,Metformin 500 mg tablet,469.78,175.82,469.78,28.85,384.0,149.0,320.78,0.0,False,0.0
5,1,2026-05-01,MED007,Omeprazole 20 mg,166.63,83.82,204.13,23.66,0.0,80.5,86.13,0.0,False,0.0
5,1,2026-05-01,MED008,Atorvastatin 10 mg,740.54,266.51,740.54,29.5,598.0,223.5,517.04,0.0,False,0.0
5,1,2026-05-01,MED009,Amloheal 5mg tablet,999.53,351.38,999.53,27.3,799.0,304.0,695.53,0.0,False,0.0
5,1,2026-05-01,MED010,Losar 50 Tablet,368.69,142.47,368.69,29.37,245.0,119.0,249.69,0.0,False,0.0
5,1,2026-05-01,MED011,Levothyrox50 mcg,1542.88,544.99,1542.88,46.05,1153.0,460.5,1082.38,0.0,False,0.0
5,1,2026-05-01,MED012,Pantop-D Capsule,620.55,223.46,620.55,24.92,463.0,178.5,442.05,0.0,False,0.0
5,1,2026-05-01,MED013,Rosuvastatin 10 mg,1746.96,610.69,1746.96,42.55,1391.0,544.0,1202.96,0.0,False,0.0
5,1,2026-05-01,MED014,Montek-10,905.53,321.15,905.53,28.95,690.0,286.5,619.03,0.0,False,0.0
5,1,2026-05-01,MED015,Diclofenac 50 mg,207.54,124.88,332.54,21.05,0.0,90.0,117.54,0.0,True,215.0
5,1,2026-05-01,MED016,Cefixime 200 mg,977.5,344.81,977.5,28.46,760.0,302.5,675.0,0.0,False,0.0
5,1,2026-05-01,MED017,Vitamin D3 60000 IU,1404.11,496.9,1404.11,43.29,1089.0,427.5,976.61,0.0,False,0.0
5,1,2026-05-01,MED018,Zinc Sulfate 50 mg,401.65,141.26,401.65,11.06,325.0,125.0,276.65,0.0,False,0.0
5,1,2026-05-01,MED019,Iron Folic Acid,250.02,137.45,361.02,25.67,0.0,119.0,131.02,0.0,True,230.0
5,1,2026-05-01,MED020,Calcium Carbonate,817.49,287.06,817.49,21.84,629.0,244.0,573.49,0.0,False,0.0
5,1,2026-05-01,MED021,Clopidogrel 75 mg,1123.25,393.6,1123.25,28.78,888.0,337.0,786.25,0.0,False,0.0
